Time,Yaw,Pitch,Roll,a_x,a_y,a_z,Pressure,Altitude,launch_detected,kf_velocity,kf_altitude,er_velocity,er_altitude,predicted_apogee,trigger_achieved,fins_retracted,er_apogee_pred
1437.571746,-179.44,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,0,-0.00,428.82,nan,nan,428.82,0,0,428.82
1437.591163,-179.45,-11.81,137.64,-0.20,-0.64,0.71,99.78,425.51,0,-0.00,428.81,nan,nan,425.51,0,0,425.51
1437.600846,-179.45,-11.81,137.64,-0.20,-0.64,0.71,99.78,425.51,0,-0.00,428.80,nan,nan,425.51,0,0,425.51
1437.610637,-179.45,-11.81,137.64,-0.20,-0.64,0.70,99.77,427.72,0,-0.00,428.80,nan,nan,427.72,0,0,427.72
1437.620310,-179.45,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,0,-0.01,428.79,nan,nan,425.51,0,0,425.51
1437.629954,-179.45,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,0,-0.01,428.78,nan,nan,425.51,0,0,425.51
1437.639705,-179.45,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,0,-0.02,428.77,nan,nan,425.51,0,0,425.51
1437.649464,-179.45,-11.81,137.64,-0.20,-0.64,0.70,99.77,427.72,0,-0.03,428.77,nan,nan,427.72,0,0,427.72
1437.659537,-179.45,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,0,-0.04,428.76,nan,nan,425.51,0,0,425.51
1437.669494,-179.46,-11.81,137.64,-0.19,-0.64,0.70,99.76,428.82,0,-0.04,428.76,nan,nan,428.82,0,0,428.82
1437.679154,-179.46,-11.81,137.64,-0.19,-0.64,0.70,99.76,428.82,0,-0.04,428.76,nan,nan,428.82,0,0,428.82
1437.688810,-179.46,-11.81,137.64,-0.20,-0.64,0.71,99.78,425.51,0,-0.07,428.75,nan,nan,425.51,0,0,425.51
1437.698454,-179.46,-11.82,137.64,-0.20,-0.64,0.71,99.76,428.82,1,-0.07,428.75,nan,nan,428.82,0,0,nan
1437.711034,-179.46,-11.82,137.64,-0.20,-0.64,0.71,99.76,428.82,1,-0.07,428.75,nan,nan,428.82,0,0,nan
1437.717857,-179.46,-11.82,137.64,-0.20,-0.64,0.70,99.79,422.46,1,-0.15,428.72,nan,nan,422.46,0,0,nan
1437.732878,-179.47,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-0.20,428.70,nan,nan,425.51,0,0,nan
1437.738399,-179.47,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-0.25,428.68,nan,nan,425.51,0,0,nan
1437.748197,-179.47,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-0.31,428.66,nan,nan,425.51,0,0,nan
1437.757951,-179.47,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-0.31,428.66,nan,nan,428.82,0,0,nan
1437.767780,-179.47,-11.81,137.64,-0.20,-0.64,0.70,99.79,421.08,1,-0.49,428.61,nan,nan,421.08,0,0,nan
1437.777670,-179.47,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-0.57,428.58,nan,nan,425.51,0,0,nan
1437.787656,-179.47,-11.82,137.64,-0.20,-0.64,0.70,99.78,424.40,1,-0.68,428.55,nan,nan,424.40,0,0,nan
1437.802668,-179.48,-11.82,137.65,-0.20,-0.64,0.71,99.76,428.82,1,-0.68,428.54,nan,nan,428.82,0,0,nan
1437.811804,-179.48,-11.82,137.65,-0.20,-0.64,0.71,99.76,428.82,1,-0.67,428.54,nan,nan,428.82,0,0,nan
1437.817715,-179.48,-11.82,137.65,-0.20,-0.64,0.71,99.76,428.82,1,-0.66,428.53,nan,nan,428.82,0,0,nan
1437.827630,-179.48,-11.82,137.65,-0.20,-0.64,0.71,99.78,425.51,1,-0.77,428.50,nan,nan,425.51,0,0,nan
1437.837924,-179.48,-11.82,137.65,-0.20,-0.64,0.70,99.78,424.40,1,-0.94,428.45,nan,nan,424.40,0,0,nan
1437.852713,-179.48,-11.82,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.07,428.40,nan,nan,425.51,0,0,nan
1437.859316,-179.48,-11.82,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.20,428.36,nan,nan,425.51,0,0,nan
1437.867918,-179.48,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-1.18,428.35,nan,nan,428.82,0,0,nan
1437.877671,-179.48,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.33,428.30,nan,nan,425.51,0,0,nan
1437.887700,-179.49,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.48,428.24,nan,nan,425.51,0,0,nan
1437.902596,-179.49,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.64,428.19,nan,nan,425.51,0,0,nan
1437.911996,-179.49,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.81,428.13,nan,nan,425.51,0,0,nan
1437.917826,-179.49,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.97,428.06,nan,nan,425.51,0,0,nan
1437.927796,-179.49,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-2.14,427.99,nan,nan,425.51,0,0,nan
1437.937979,-179.50,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-2.31,427.92,nan,nan,425.51,0,0,nan
1437.949127,-179.50,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.48,427.85,nan,nan,425.51,0,0,nan
1437.957801,-179.50,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.66,427.77,nan,nan,425.51,0,0,nan
1437.967781,-179.50,-11.81,137.65,-0.20,-0.63,0.70,99.78,425.51,1,-2.83,427.70,nan,nan,425.51,0,0,nan
1437.977709,-179.50,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-2.74,427.70,nan,nan,428.82,0,0,nan
1437.987855,-179.50,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-2.92,427.61,nan,nan,425.51,0,0,nan
1438.002547,-179.50,-11.82,137.64,-0.19,-0.64,0.70,99.76,428.82,1,-2.81,427.62,nan,nan,428.82,0,0,nan
1438.012445,-179.50,-11.82,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-2.71,427.62,nan,nan,428.82,0,0,nan
1438.017705,-179.50,-11.82,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-2.60,427.63,nan,nan,428.82,0,0,nan
1438.032439,-179.50,-11.82,137.64,-0.20,-0.64,0.71,99.78,425.51,1,-2.79,427.54,nan,nan,425.51,0,0,nan
1438.037924,-179.50,-11.82,137.64,-0.20,-0.64,0.71,99.78,425.51,1,-2.97,427.46,nan,nan,425.51,0,0,nan
1438.047681,-179.51,-11.82,137.64,-0.19,-0.64,0.70,99.78,425.51,1,-3.15,427.37,nan,nan,425.51,0,0,nan
1438.057925,-179.51,-11.82,137.64,-0.19,-0.64,0.71,99.76,428.82,1,-3.01,427.38,nan,nan,428.82,0,0,nan
1438.067637,-179.51,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-3.19,427.29,0.00,426.40,425.51,0,0,425.51
1438.077988,-179.51,-11.81,137.64,-0.20,-0.63,0.70,99.78,424.40,1,-3.47,427.16,-0.61,426.31,424.40,0,0,424.40
1438.087774,-179.51,-11.81,137.64,-0.20,-0.63,0.70,99.78,424.40,1,-3.75,427.03,-15.58,426.28,424.40,0,0,424.40
1438.097752,-179.51,-11.81,137.64,-0.20,-0.63,0.70,99.76,428.82,1,-3.56,427.06,1.40,426.35,428.82,0,0,428.80
1438.107811,-179.51,-11.81,137.64,-0.20,-0.63,0.70,99.76,428.82,1,-3.38,427.09,-11.05,426.37,428.82,0,0,428.82
1438.117928,-179.51,-11.81,137.65,-0.20,-0.63,0.70,99.76,428.82,1,-3.20,427.12,23.79,426.44,428.82,0,0,437.48
1438.127672,-179.52,-11.82,137.64,-0.20,-0.64,0.70,99.79,422.46,1,-3.68,426.92,-21.71,426.38,422.46,0,0,422.46
1438.138253,-179.52,-11.82,137.64,-0.20,-0.64,0.70,99.79,422.46,1,-4.14,426.71,-14.20,426.32,422.46,0,0,422.46
1438.147918,-179.52,-11.82,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-3.91,426.75,10.83,426.34,428.82,0,0,430.57
1438.158141,-179.52,-11.82,137.64,-0.20,-0.65,0.70,99.79,422.46,1,-4.36,426.55,-12.10,426.28,422.46,0,0,422.46
1438.168415,-179.52,-11.82,137.64,-0.20,-0.65,0.70,99.78,425.51,1,-4.47,426.46,0.00,426.21,425.51,0,0,425.51
1438.178436,-179.52,-11.82,137.64,-0.19,-0.64,0.71,99.78,425.51,1,-4.57,426.38,0.00,426.15,425.51,0,0,425.51
1438.188372,-179.52,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.66,426.30,-12.71,426.15,425.51,0,0,425.51
1438.198213,-179.52,-11.82,137.64,-0.19,-0.64,0.70,99.78,425.51,1,-4.74,426.22,11.36,426.08,425.51,0,0,427.47
1438.213325,-179.52,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.81,426.15,4.09,426.01,425.51,0,0,425.68
1438.218185,-179.52,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.87,426.07,0.56,426.07,425.51,0,0,425.40
1438.228329,-179.53,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-4.57,426.15,-3.70,426.14,428.82,0,0,428.82
1438.238366,-179.53,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.63,426.07,-1.54,426.14,425.51,0,0,425.51
1438.248765,-179.53,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.69,426.00,-1.62,426.14,425.51,0,0,425.51
1438.258600,-179.53,-11.81,137.65,-0.20,-0.63,0.70,99.78,425.51,1,-4.74,425.94,22.65,426.07,425.51,0,0,433.26
1438.268629,-179.53,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-4.78,425.87,-9.53,426.16,425.51,0,0,425.51
1438.278282,-179.53,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-4.82,425.81,-22.83,426.16,425.51,0,0,425.51
1438.287961,-179.53,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.85,425.75,11.71,426.19,425.51,0,0,427.61
1438.297874,-179.53,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.87,425.70,-21.81,426.12,425.51,0,0,425.51
1438.307798,-179.53,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-4.88,425.64,-11.00,426.05,425.51,0,0,425.51
1438.317782,-179.53,-11.82,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-4.53,425.74,12.81,426.05,428.82,0,0,431.37
1438.328017,-179.53,-11.82,137.64,-0.20,-0.64,0.70,99.79,421.08,1,-5.03,425.48,-17.04,425.96,421.08,0,0,421.08
1438.337745,-179.54,-11.82,137.64,-0.19,-0.64,0.70,99.78,424.40,1,-5.14,425.39,-4.45,425.96,424.40,0,0,424.40
1438.347964,-179.54,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-5.12,425.34,-10.67,425.96,425.51,0,0,425.51
1438.358237,-179.54,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-5.10,425.30,-12.76,425.96,425.51,0,0,425.51
1438.367893,-179.54,-11.81,137.65,-0.20,-0.64,0.71,99.78,425.51,1,-5.07,425.26,14.71,425.90,425.51,0,0,428.83
1438.378384,-179.54,-11.81,137.65,-0.20,-0.64,0.70,99.78,424.40,1,-5.16,425.17,-0.59,425.88,424.40,0,0,424.40
1438.388037,-179.54,-11.81,137.65,-0.20,-0.64,0.71,99.79,422.46,1,-5.45,425.00,-22.72,425.81,422.46,0,0,422.46
1438.397684,-179.54,-11.81,137.65,-0.20,-0.64,0.70,99.77,427.72,1,-5.15,425.07,-2.43,425.86,427.72,0,0,427.72
1438.408174,-179.55,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-5.10,425.04,-11.00,425.86,425.51,0,0,425.51
1438.423020,-179.55,-11.82,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-5.04,425.02,10.10,425.86,425.51,0,0,426.97
1438.427849,-179.55,-11.82,137.64,-0.20,-0.64,0.70,99.79,422.46,1,-5.31,424.85,-1.54,425.80,422.46,0,0,422.46
1438.437759,-179.55,-11.82,137.64,-0.20,-0.64,0.70,99.79,422.46,1,-5.56,424.69,-22.75,425.74,422.46,0,0,422.46
1438.447754,-179.55,-11.82,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-5.11,424.83,10.16,425.80,428.82,0,0,430.31
1438.458112,-179.55,-11.82,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-4.68,424.96,40.84,425.87,428.82,0,0,454.11
1438.468418,-179.55,-11.82,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-4.62,424.94,-10.55,425.87,425.51,0,0,425.51
1438.478068,-179.55,-11.82,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-4.20,425.08,9.04,425.87,428.82,0,0,430.08
1438.488503,-179.55,-11.82,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-3.79,425.21,12.73,425.94,428.82,0,0,431.33
1438.498185,-179.55,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-3.76,425.19,0.00,425.87,425.51,0,0,425.51
1438.507855,-179.56,-11.81,137.65,-0.20,-0.64,0.70,99.77,427.72,1,-3.48,425.27,12.81,425.85,427.72,0,0,430.26
1438.517885,-179.56,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-3.46,425.25,-3.03,425.78,425.51,0,0,425.51
1438.532566,-179.55,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-3.07,425.38,-6.06,425.85,428.82,0,0,428.82
1438.542208,-179.55,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-2.70,425.51,19.79,425.91,428.82,0,0,434.75
1438.551953,-179.56,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.70,425.48,0.00,425.91,425.51,0,0,425.51
1438.561683,-179.56,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.69,425.46,11.36,425.85,425.51,0,0,427.47
1438.566593,-179.56,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.68,425.43,1.64,425.85,425.51,0,0,425.51
1438.578065,-179.56,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-2.67,425.41,-22.87,425.87,425.51,0,0,425.51
1438.588708,-179.56,-11.81,137.64,-0.20,-0.64,0.70,99.78,424.40,1,-2.78,425.34,-5.87,425.87,424.40,0,0,424.40
1438.598364,-179.56,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-2.40,425.47,23.78,425.87,428.82,0,0,437.48
1438.608120,-179.56,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-2.40,425.45,-23.75,425.80,425.51,0,0,425.51
1438.617795,-179.56,-11.81,137.65,-0.20,-0.64,0.70,99.77,427.72,1,-2.15,425.53,21.52,425.78,427.72,0,0,434.84
1438.627930,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.16,425.51,14.67,425.84,425.51,0,0,428.81
1438.642695,-179.57,-11.81,137.65,-0.20,-0.64,0.71,99.78,425.51,1,-2.15,425.49,-8.20,425.90,425.51,0,0,425.51
1438.652353,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.15,425.47,7.39,425.84,425.51,0,0,426.27
1438.662161,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.14,425.45,-12.79,425.90,425.51,0,0,425.51
1438.671820,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.14,425.43,1.55,425.90,425.51,0,0,425.50
1438.681543,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.78,424.40,1,-2.24,425.37,16.34,425.88,424.40,0,0,428.39
1438.691230,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-2.23,425.35,-7.16,425.88,425.51,0,0,425.51
1438.700982,-179.57,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-1.85,425.49,12.33,425.94,428.82,0,0,431.18
1438.710615,-179.57,-11.81,137.64,-0.20,-0.64,0.70,99.77,426.61,1,-1.73,425.52,4.17,425.96,426.61,0,0,426.80
1438.720344,-179.57,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-1.38,425.66,26.92,426.03,428.82,0,0,439.89
1438.729989,-179.57,-11.81,137.64,-0.20,-0.64,0.71,99.76,428.82,1,-1.04,425.79,6.41,426.03,428.82,0,0,429.46
1438.739658,-179.57,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.07,425.77,0.00,426.03,425.51,0,0,425.51
1438.749875,-179.57,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.10,425.75,-19.42,426.03,425.51,0,0,425.51
1438.759527,-179.57,-11.81,137.65,-0.20,-0.64,0.71,99.76,428.82,1,-0.76,425.88,19.99,426.10,428.82,0,0,434.89
1438.769171,-179.57,-11.80,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.45,426.01,2.05,426.16,428.82,0,0,428.86
1438.778846,-179.57,-11.80,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.15,426.13,2.35,426.23,428.82,0,0,428.90
1438.788561,-179.58,-11.80,137.65,-0.20,-0.63,0.70,99.76,428.82,1,0.14,426.26,13.11,426.30,428.67,0,0,431.35
1438.798253,-179.58,-11.80,137.65,-0.20,-0.63,0.70,99.76,428.82,1,0.42,426.38,5.95,426.36,428.70,0,0,429.37
1438.807898,-179.58,-11.80,137.65,-0.20,-0.64,0.70,99.76,428.82,1,0.68,426.49,17.50,426.43,428.73,0,0,433.51
1438.817924,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.79,422.46,1,0.25,426.31,-26.84,426.30,422.33,0,0,422.46
1438.827707,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.78,424.40,1,0.04,426.23,-28.57,426.37,424.24,0,0,424.40
1438.837758,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.04,426.19,6.78,426.39,425.51,0,0,426.09
1438.852690,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.11,426.16,-8.82,426.39,425.51,0,0,425.51
1438.862342,-179.58,-11.81,137.64,-0.20,-0.64,0.71,99.78,425.51,1,-0.18,426.13,-1.74,426.39,425.51,0,0,425.51
1438.872091,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-0.58,425.96,-0.57,426.33,422.46,0,0,422.46
1438.881803,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-0.95,425.79,-7.86,426.29,422.46,0,0,422.46
1438.891457,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.98,425.77,-23.51,426.35,425.51,0,0,425.51
1438.901096,-179.58,-11.80,137.65,-0.20,-0.63,0.70,99.78,425.51,1,-1.01,425.75,-1.62,426.31,425.51,0,0,425.51
1438.910760,-179.58,-11.80,137.65,-0.20,-0.63,0.70,99.78,425.51,1,-1.03,425.73,-8.92,426.31,425.51,0,0,425.51
1438.920405,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.70,425.86,10.98,426.37,428.82,0,0,430.64
1438.930605,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.74,425.84,-1.16,426.43,425.51,0,0,425.51
1438.940360,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.41,425.97,11.36,426.56,428.82,0,0,430.79
1438.954900,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-0.79,425.80,11.37,426.43,422.46,0,0,424.44
1438.959744,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-1.15,425.64,-17.73,426.31,422.46,0,0,422.46
1438.969392,-179.58,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.17,425.62,0.00,426.31,425.51,0,0,425.51
1438.979046,-179.59,-11.81,137.65,-0.20,-0.65,0.70,99.78,425.51,1,-1.18,425.61,0.00,426.24,425.51,0,0,425.51
1438.988733,-179.59,-11.81,137.65,-0.20,-0.65,0.70,99.78,425.51,1,-1.19,425.59,-10.93,426.17,425.51,0,0,425.51
1438.999036,-179.59,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.19,425.57,8.34,426.17,425.51,0,0,426.56
1439.008694,-179.59,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.84,425.71,4.10,426.20,428.82,0,0,429.00
1439.018644,-179.59,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.86,425.70,-20.93,426.20,425.51,0,0,425.51
1439.028294,-179.59,-11.80,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-1.21,425.54,-11.95,426.07,422.46,0,0,422.46
1439.037968,-179.59,-11.80,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-1.54,425.38,-11.95,425.94,422.46,0,0,422.46
1439.047868,-179.59,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.53,425.37,-23.97,425.94,425.51,0,0,425.51
1439.062580,-179.59,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.51,425.37,0.00,425.94,425.51,0,0,425.51
1439.072287,-179.59,-11.81,137.64,-0.20,-0.64,0.70,99.78,424.40,1,-1.62,425.31,-27.68,425.92,424.40,0,0,424.40
1439.081965,-179.59,-11.81,137.64,-0.20,-0.64,0.71,99.78,424.40,1,-1.71,425.25,7.61,425.90,424.40,0,0,425.23
1439.091646,-179.59,-11.81,137.64,-0.20,-0.64,0.71,99.78,424.40,1,-1.80,425.19,-12.96,425.90,424.40,0,0,424.40
1439.101525,-179.59,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.77,425.19,-20.93,425.83,425.51,0,0,425.51
1439.111179,-179.59,-11.81,137.64,-0.20,-0.64,0.71,99.78,425.51,1,-1.73,425.19,10.04,425.83,425.51,0,0,426.94
1439.120858,-179.59,-11.81,137.64,-0.19,-0.65,0.71,99.78,425.51,1,-1.70,425.19,3.66,425.79,425.51,0,0,425.59
1439.130505,-179.60,-11.80,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.66,425.19,0.00,425.79,425.51,0,0,425.51
1439.140347,-179.60,-11.80,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.62,425.18,-12.59,425.79,425.51,0,0,425.51
1439.150274,-179.60,-11.80,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.59,425.18,11.33,425.79,425.51,0,0,427.46
1439.169720,-179.60,-11.80,137.64,-0.20,-0.63,0.70,99.78,425.51,1,-1.55,425.18,21.13,425.79,425.51,0,0,432.36
1439.179395,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.51,425.18,10.75,425.79,425.51,0,0,427.23
1439.189035,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-1.81,425.04,-21.15,425.75,422.46,0,0,422.46
1439.198736,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.75,425.05,0.00,425.75,425.51,0,0,425.51
1439.208428,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.70,425.05,4.07,425.68,425.51,0,0,425.68
1439.218071,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.65,425.06,-10.49,425.66,425.51,0,0,425.51
1439.227829,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.79,422.46,1,-1.93,424.92,-10.76,425.53,422.46,0,0,422.46
1439.237707,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.87,424.93,-14.62,425.47,425.51,0,0,425.51
1439.247669,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-1.80,424.94,10.37,425.47,425.51,0,0,427.08
1439.257847,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.77,426.61,1,-1.62,425.00,14.07,425.49,426.61,0,0,429.62
1439.272806,-179.60,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.56,425.01,0.00,425.42,425.51,0,0,425.51
1439.278303,-179.61,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-1.14,425.17,12.02,425.42,428.82,0,0,431.05
1439.288516,-179.60,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.10,425.18,0.00,425.36,425.51,0,0,425.51
1439.298199,-179.60,-11.81,137.64,-0.20,-0.64,0.70,99.78,425.51,1,-1.07,425.18,0.00,425.29,425.51,0,0,425.51
1439.307856,-179.60,-11.81,137.64,-0.20,-0.64,0.70,99.76,428.82,1,-0.67,425.34,2.61,425.29,428.82,0,0,428.92
1439.318503,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.29,425.50,24.55,425.29,428.82,0,0,438.08
1439.328167,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.29,425.49,0.00,425.35,425.51,0,0,425.51
1439.337808,-179.60,-11.80,137.65,-0.20,-0.64,0.71,99.78,425.51,1,-0.29,425.49,9.46,425.37,425.51,0,0,426.89
1439.348900,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.28,425.49,0.00,425.37,425.51,0,0,425.51
1439.358593,-179.60,-11.80,137.65,-0.20,-0.64,0.70,99.78,424.40,1,-0.40,425.44,7.39,425.35,424.40,0,0,425.17
1439.378834,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,-0.39,425.44,-6.22,425.35,425.51,0,0,425.51
1439.388517,-179.60,-11.81,137.65,-0.19,-0.64,0.70,99.78,425.51,1,-0.39,425.43,3.55,425.41,425.51,0,0,425.57
1439.398224,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,-0.02,425.59,11.42,425.54,428.82,0,0,430.81
1439.408561,-179.60,-11.81,137.65,-0.20,-0.64,0.70,99.76,428.82,1,0.34,425.74,15.75,425.60,428.69,0,0,432.66
1439.418270,-179.61,-11.80,137.65,-0.20,-0.64,0.71,99.76,428.82,1,0.67,425.89,0.00,425.67,428.73,0,0,428.82
1439.427923,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.63,425.88,10.53,425.67,425.41,0,0,427.14
1439.438042,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.59,425.86,0.00,425.60,425.40,0,0,425.51
1439.447766,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.55,425.85,-11.85,425.60,425.40,0,0,425.51
1439.457724,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.51,425.84,-1.39,425.54,425.40,0,0,425.51
1439.467724,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.47,425.83,11.14,425.60,425.39,0,0,427.38
1439.487561,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.44,425.82,0.00,425.66,425.39,0,0,425.51
1439.492391,-179.61,-11.80,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.40,425.81,10.22,425.66,425.39,0,0,427.02
1439.502059,-179.61,-11.81,137.65,-0.20,-0.64,0.70,99.78,425.51,1,0.37,425.80,3.86,425.66,425.38,0,0,425.63
