4755.11,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.12,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.13,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.14,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.15,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.16,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.17,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.18,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.19,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.20,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.21,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.22,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.23,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.24,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.25,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.26,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
4755.27,74.49,-0.41,1.34,-0.01,-0.03,-1.02,30.84,99.29,559.28,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,1
