1704.88,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.89,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.90,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.91,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.92,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.93,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.94,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.95,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.96,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.97,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.98,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1704.99,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.00,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.01,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.02,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.03,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.04,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.05,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.06,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.07,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.08,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.09,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.10,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.11,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.12,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.13,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.14,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.15,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.16,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.17,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.18,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.19,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.20,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.21,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.22,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.23,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.24,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.25,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.26,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.27,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.28,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.29,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
1705.30,85.05,-3.97,-76.04,-0.07,0.96,-0.24,41.90,99.42,523.50,0.0,0.0,0
