6031.82,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.83,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.84,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.85,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.86,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.87,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.88,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.89,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.90,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.91,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.92,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.93,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.94,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.95,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.96,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.97,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.98,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6031.99,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.00,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.01,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.02,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.03,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.04,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.05,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
6032.06,-23.90,-1.11,1.33,-0.02,-0.02,-1.02,29.68,99.40,530.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0
